Sentence #,Word,POS,Tag 
Sentence: 269,tired,ADJ,BF
Sentence: 269,and,CCONJ,IF
Sentence: 269,legs,NOUN,IF
Sentence: 269,and,CCONJ,IF
Sentence: 269,foot,NOUN,IF
Sentence: 269,are,AUX,IF
Sentence: 269,paining,VERB,IF
Sentence: 269,like,SCONJ,O
Sentence: 269,hell,NOUN,O
Sentence: 269,.,PUNCT,O
Sentence: 270,I,PRON,O
Sentence: 270,done,VERB,O
Sentence: 270,50,NUM,O
Sentence: 270,push,NOUN,BE
Sentence: 270,-,PUNCT,IE
Sentence: 270,ups,NOUN,IE
Sentence: 270,",",PUNCT,O
Sentence: 270,and,CCONJ,O
Sentence: 270,felt,VERB,O
Sentence: 270,so,ADV,O
Sentence: 270,strong,ADJ,O
Sentence: 270,in,ADP,O
Sentence: 270,my,DET,O
Sentence: 270,hands,NOUN,O
Sentence: 270,.,PUNCT,O
Sentence: 271,i,PRON,O
Sentence: 271,just,ADV,O
Sentence: 271,run,VERB,BE
Sentence: 271,three,NUM,O
Sentence: 271,kilo,PROPN,O
Sentence: 271,meters,NOUN,O
Sentence: 271,and,CCONJ,O
Sentence: 271,i,PRON,O
Sentence: 271,am,AUX,O
Sentence: 271,so,ADV,O
Sentence: 271,tired,ADJ,BF
Sentence: 272,i,PRON,O
Sentence: 272,swam,PROPN,BE
Sentence: 272,three,NUM,O
Sentence: 272,kilometer,NOUN,O
Sentence: 272, ,SPACE,O
Sentence: 272,i,PRON,O
Sentence: 272,feel,VERB,O
Sentence: 272,without,ADP,BF
Sentence: 272,energy,NOUN,IF
Sentence: 273,I,PRON,O
Sentence: 273,swam,PROPN,O
Sentence: 273,fifty,NUM,O
Sentence: 273,situps,VERB,BE
Sentence: 273, ,SPACE,O
Sentence: 273,and,CCONJ,O
Sentence: 273,i,PRON,O
Sentence: 273,felt,VERB,O
Sentence: 273,sluggish,ADJ,BF
Sentence: 273,.,PUNCT,O
Sentence: 274,I,PRON,O
Sentence: 274,played,VERB,O
Sentence: 274,a,DET,O
Sentence: 274,three,NUM,O
Sentence: 274,hour,NOUN,O
Sentence: 274,basketball,NOUN,BE
Sentence: 274,game.i,NOUN,O
Sentence: 274,was,AUX,O
Sentence: 274,so,ADV,O
Sentence: 274,exhausted,ADJ,BF
Sentence: 274,after,ADP,O
Sentence: 274,!,PUNCT,O
Sentence: 274,.,PUNCT,O
Sentence: 275,I,PRON,O
Sentence: 275,feel,VERB,O
Sentence: 275,great,ADJ,BF
Sentence: 275,!,PUNCT,O
Sentence: 275,I,PRON,O
Sentence: 275,just,ADV,O
Sentence: 275,walked,VERB,BE
Sentence: 275,five,NUM,O
Sentence: 275,miles,NOUN,O
Sentence: 275,.,PUNCT,O
Sentence: 276,I,PRON,O
Sentence: 276,ran,VERB,BE
Sentence: 276,five,NUM,O
Sentence: 276,miles,NOUN,O
Sentence: 276,and,CCONJ,O
Sentence: 276,I,PRON,O
Sentence: 276,felt,VERB,O
Sentence: 276,fast,ADV,BF
Sentence: 276,.,PUNCT,O
Sentence: 277,I,PRON,O
Sentence: 277,just,ADV,O
Sentence: 277,did,AUX,O
Sentence: 277,50,NUM,O
Sentence: 277,pushups,NOUN,BE
Sentence: 277,and,CCONJ,O
Sentence: 277,feel,VERB,O
Sentence: 277,exhausted,ADJ,BF
Sentence: 277,.,PUNCT,O
Sentence: 278,I,PRON,O
Sentence: 278,just,ADV,O
Sentence: 278,jogged,VERB,BE
Sentence: 278,for,ADP,O
Sentence: 278,two,NUM,O
Sentence: 278,hours,NOUN,O
Sentence: 278,and,CCONJ,O
Sentence: 278,feel,VERB,O
Sentence: 278,drained,VERB,BF
Sentence: 278,.,PUNCT,O
Sentence: 279,I,PRON,O
Sentence: 279,did,AUX,O
Sentence: 279,the,DET,O
Sentence: 279,treadmill,NOUN,BE
Sentence: 279,for,ADP,O
Sentence: 279,30,NUM,O
Sentence: 279,minutes,NOUN,O
Sentence: 279,and,CCONJ,O
Sentence: 279,I,PRON,O
Sentence: 279,felt,VERB,O
Sentence: 279,more,ADV,BF
Sentence: 279,energetic,ADJ,IF
Sentence: 279,",",PUNCT,O
Sentence: 279,refreshed,VERB,BF
Sentence: 279,",",PUNCT,O
Sentence: 279,and,CCONJ,O
Sentence: 279,happy,ADJ,BF
Sentence: 279,for,ADP,O
Sentence: 279,what,PRON,O
Sentence: 279,I,PRON,O
Sentence: 279,did,AUX,O
Sentence: 279,.,PUNCT,O
Sentence: 280,I,PRON,O
Sentence: 280,walked,VERB,BE
Sentence: 280,3,NUM,O
Sentence: 280,miles,NOUN,O
Sentence: 280,in,ADP,O
Sentence: 280,our,DET,O
Sentence: 280,subdivision,NOUN,O
Sentence: 280,",",PUNCT,O
Sentence: 280,and,CCONJ,O
Sentence: 280,although,SCONJ,O
Sentence: 280,I,PRON,O
Sentence: 280,felt,VERB,O
Sentence: 280,better,ADJ,BF
Sentence: 280,about,ADP,O
Sentence: 280,myself,PRON,O
Sentence: 280,",",PUNCT,O
Sentence: 280,I,PRON,O
Sentence: 280,was,AUX,O
Sentence: 280,quite,ADV,BF
Sentence: 280,tired,ADJ,IF
Sentence: 280,when,ADV,O
Sentence: 280,I,PRON,O
Sentence: 280,finished,VERB,O
Sentence: 280,.,PUNCT,O
Sentence: 281,I,PRON,O
Sentence: 281,felt,VERB,O
Sentence: 281,extremely,ADV,O
Sentence: 281,energized,ADJ,BF
Sentence: 281,after,ADP,O
Sentence: 281,riding,VERB,BE
Sentence: 281,my,DET,IE
Sentence: 281,recumbent,NOUN,IE
Sentence: 281,bike,NOUN,IE
Sentence: 281,for,ADP,O
Sentence: 281,30,NUM,O
Sentence: 281,minutes,NOUN,O
Sentence: 281,.,PUNCT,O
Sentence: 282,I,PRON,O
Sentence: 282,felt,VERB,O
Sentence: 282,totally,ADV,O
Sentence: 282,exhausted,ADJ,BF
Sentence: 282,after,ADP,O
Sentence: 282,running,VERB,BE
Sentence: 282,two,NUM,O
Sentence: 282,miles,NOUN,O
Sentence: 282,.,PUNCT,O
Sentence: 283,Hot,ADJ,O
Sentence: 283,but,CCONJ,O
Sentence: 283,I,PRON,O
Sentence: 283,worked,VERB,O
Sentence: 283,through,ADP,O
Sentence: 283,the,DET,O
Sentence: 283,weather,NOUN,O
Sentence: 283,on,ADP,O
Sentence: 283,my,DET,O
Sentence: 283,run,NOUN,BE
Sentence: 284,Rough,ADJ,O
Sentence: 284,headwind,NOUN,O
Sentence: 284,today,NOUN,O
Sentence: 284,on,ADP,O
Sentence: 284,the,DET,O
Sentence: 284,front,ADJ,O
Sentence: 284,half,NOUN,O
Sentence: 284,of,ADP,O
Sentence: 284,my,DET,O
Sentence: 284,run,NOUN,BE
Sentence: 285,Did,AUX,O
Sentence: 285,bench,PROPN,BE
Sentence: 285,press,NOUN,IE
Sentence: 285,today,NOUN,O
Sentence: 285,",",PUNCT,O
Sentence: 285,feeling,VERB,O
Sentence: 285,pumped,ADJ,BF
Sentence: 285,!,PUNCT,O
Sentence: 286,I,PRON,O
Sentence: 286,used,VERB,O
Sentence: 286,the,DET,O
Sentence: 286,rowing,NOUN,BE
Sentence: 286,machine,NOUN,IE
Sentence: 286,for,ADP,O
Sentence: 286,about,ADV,O
Sentence: 286,an,DET,O
Sentence: 286,hour,NOUN,O
Sentence: 286,.,PUNCT,O
Sentence: 286, ,SPACE,O
Sentence: 286,Totally,ADV,O
Sentence: 286,exhausted,ADJ,BF
Sentence: 286,now,ADV,O
Sentence: 286,.,PUNCT,O
Sentence: 287,I,PRON,O
Sentence: 287,went,VERB,O
Sentence: 287,for,ADP,O
Sentence: 287,a,DET,O
Sentence: 287,three,NUM,O
Sentence: 287,mile,NOUN,O
Sentence: 287,run,NOUN,BE
Sentence: 287,and,CCONJ,O
Sentence: 287,I,PRON,O
Sentence: 287,felt,VERB,O
Sentence: 287,very,ADV,O
Sentence: 287,rejuvenated,ADJ,BF
Sentence: 287,when,ADV,O
Sentence: 287,I,PRON,O
Sentence: 287,returned,VERB,O
Sentence: 287,home,ADV,O
Sentence: 287,from,ADP,O
Sentence: 287,the,DET,O
Sentence: 287,run,NOUN,BE
Sentence: 287,.,PUNCT,O
Sentence: 288,I,PRON,O
Sentence: 288,did,AUX,O
Sentence: 288,a,DET,O
Sentence: 288,heavy,ADJ,O
Sentence: 288,weight,NOUN,BE
Sentence: 288,exercise,NOUN,O
Sentence: 288,today,NOUN,O
Sentence: 288,and,CCONJ,O
Sentence: 288,it,PRON,O
Sentence: 288,made,VERB,O
Sentence: 288,my,DET,O
Sentence: 288,muscles,NOUN,O
Sentence: 288,very,ADV,O
Sentence: 288,sore,ADJ,BF
Sentence: 288,.,PUNCT,O
Sentence: 289,I,PRON,O
Sentence: 289,accomplished,VERB,O
Sentence: 289,20,NUM,O
Sentence: 289,push,NOUN,BE
Sentence: 289,-,PUNCT,IE
Sentence: 289,ups,NOUN,IE
Sentence: 289,this,DET,O
Sentence: 289,session,NOUN,O
Sentence: 289,.,PUNCT,O
Sentence: 289, ,SPACE,O
Sentence: 289,I,PRON,O
Sentence: 289,was,AUX,O
Sentence: 289,pretty,ADV,O
Sentence: 289,achy,ADV,BF
Sentence: 289,but,CCONJ,O
Sentence: 289,I,PRON,O
Sentence: 289,felt,VERB,O
Sentence: 289,energized,ADJ,BF
Sentence: 289,.,PUNCT,O
Sentence: 290,I,PRON,O
Sentence: 290,was,AUX,O
Sentence: 290,able,ADJ,O
Sentence: 290,to,PART,O
Sentence: 290,walk,VERB,BE
Sentence: 290,2.5,NUM,O
Sentence: 290,miles,NOUN,O
Sentence: 290,this,DET,O
Sentence: 290,afternoon,NOUN,O
Sentence: 290,.,PUNCT,O
Sentence: 290,My,DET,O
Sentence: 290,legs,NOUN,O
Sentence: 290,and,CCONJ,O
Sentence: 290,feet,NOUN,O
Sentence: 290,were,AUX,O
Sentence: 290,pretty,ADV,O
Sentence: 290,sore,ADJ,BF
Sentence: 290,!,PUNCT,O
Sentence: 291,I,PRON,O
Sentence: 291,just,ADV,O
Sentence: 291,completed,VERB,O
Sentence: 291,15,NUM,O
Sentence: 291,minutes,NOUN,O
Sentence: 291,on,ADP,O
Sentence: 291,the,DET,O
Sentence: 291,step,NOUN,BE
Sentence: 291,machine,NOUN,IE
Sentence: 291,.,PUNCT,O
Sentence: 291,I,PRON,O
Sentence: 291,am,AUX,O
Sentence: 291,tired,ADJ,BF
Sentence: 291,.,PUNCT,O
Sentence: 292,I,PRON,O
Sentence: 292,did,AUX,O
Sentence: 292,50,NUM,O
Sentence: 292,squats,NOUN,BE
Sentence: 292,.,PUNCT,O
Sentence: 292,My,DET,O
Sentence: 292,legs,NOUN,O
Sentence: 292,and,CCONJ,O
Sentence: 292,butt,NOUN,O
Sentence: 292,are,AUX,O
Sentence: 292,sore,ADJ,BF
Sentence: 292,but,CCONJ,O
Sentence: 292,I,PRON,O
Sentence: 292,feel,VERB,O
Sentence: 292,dedicated,ADJ,BF
Sentence: 292,.,PUNCT,O
Sentence: 293,I,PRON,O
Sentence: 293,just,ADV,O
Sentence: 293,finished,VERB,O
Sentence: 293,30,NUM,O
Sentence: 293,minutes,NOUN,O
Sentence: 293,of,ADP,O
Sentence: 293,Zumba,PROPN,BE
Sentence: 293,I,PRON,O
Sentence: 293,was,AUX,O
Sentence: 293,exhausted,VERB,BF
Sentence: 293,but,CCONJ,O
Sentence: 293,yet,CCONJ,O
Sentence: 293,energized,VERB,BF
Sentence: 294,I,PRON,O
Sentence: 294,just,ADV,O
Sentence: 294,did,AUX,O
Sentence: 294,15,NUM,O
Sentence: 294,minutes,NOUN,O
Sentence: 294,on,ADP,O
Sentence: 294,the,DET,O
Sentence: 294,treadmill,NOUN,O
Sentence: 294,I,PRON,O
Sentence: 294,'m,AUX,O
Sentence: 294,feeling,VERB,O
Sentence: 294,strong,ADJ,BF
Sentence: 295,I,PRON,O
Sentence: 295,attended,VERB,O
Sentence: 295,a,DET,O
Sentence: 295,two,NUM,O
Sentence: 295,hour,NOUN,O
Sentence: 295,kickboxing,NOUN,O
Sentence: 295,class,NOUN,O
Sentence: 295,After,ADP,O
Sentence: 295,my,DET,BF
Sentence: 295,first,ADJ,O
Sentence: 295,work,NOUN,O
Sentence: 295,out,ADP,O
Sentence: 295,",",PUNCT,O
Sentence: 295,I,PRON,O
Sentence: 295,felt,VERB,O
Sentence: 295,like,SCONJ,O
Sentence: 295,my,DET,BF
Sentence: 295,legs,NOUN,IF
Sentence: 295,were,AUX,IF
Sentence: 295,going,VERB,IF
Sentence: 295,to,PART,IF
Sentence: 295,fall,VERB,IF
Sentence: 295,off,ADP,IF
Sentence: 296,My,DET,O
Sentence: 296,second,ADJ,O
Sentence: 296,work,NOUN,O
Sentence: 296,out,ADP,O
Sentence: 296,was,AUX,O
Sentence: 296,lifting,VERB,BE
Sentence: 296,weights,NOUN,IE
Sentence: 296,My,DET,O
Sentence: 296,pecs,NOUN,O
Sentence: 296,felt,VERB,O
Sentence: 296,they,PRON,O
Sentence: 296,were,AUX,O
Sentence: 296,on,ADP,BF
Sentence: 296,fire,NOUN,IF
Sentence: 297,I,PRON,O
Sentence: 297,rode,VERB,O
Sentence: 297,exercise,NOUN,BE
Sentence: 297,bike,NOUN,IE
Sentence: 297,for,ADP,O
Sentence: 297,one,NUM,O
Sentence: 297,half,ADJ,O
Sentence: 297,hour,NOUN,O
Sentence: 297,I,PRON,O
Sentence: 297,felt,VERB,O
Sentence: 297,tired,ADJ,BF
Sentence: 297,and,CCONJ,O
Sentence: 297,legs,NOUN,O
Sentence: 297,were,AUX,O
Sentence: 297,weak,ADJ,BF
Sentence: 298,Walked,VERB,O
Sentence: 298,around,ADP,O
Sentence: 298,one,NUM,O
Sentence: 298,city,NOUN,O
Sentence: 298,block,NOUN,O
Sentence: 298,I,PRON,O
Sentence: 298,felt,VERB,O
Sentence: 298,energized,ADJ,BF
Sentence: 298,and,CCONJ,O
Sentence: 298,stimulated,VERB,BF
Sentence: 299,I,PRON,O
Sentence: 299,did,AUX,O
Sentence: 299,20,NUM,O
Sentence: 299,squats,NOUN,BE
Sentence: 299,It,PRON,O
Sentence: 299,made,VERB,O
Sentence: 299,my,DET,O
Sentence: 299,heart,NOUN,BF
Sentence: 299,rate,NOUN,IF
Sentence: 299,go,VERB,IF
Sentence: 299,up,ADP,IF
Sentence: 299,and,CCONJ,O
Sentence: 299,it,PRON,O
Sentence: 299,felt,VERB,O
Sentence: 299,good,ADJ,BF
Sentence: 299,.,PUNCT,O
Sentence: 300,i,PRON,O
Sentence: 300,did,AUX,O
Sentence: 300,bicep,PROPN,BE
Sentence: 300,curls,NOUN,IE
Sentence: 300,it,PRON,O
Sentence: 300,made,VERB,O
Sentence: 300,my,DET,O
Sentence: 300,arms,NOUN,O
Sentence: 300,sore,ADJ,BF
Sentence: 301,MY,DET,O
Sentence: 301,FIRST,PROPN,O
Sentence: 301,WORKOUT,PROPN,O
Sentence: 301,IS,VERB,O
Sentence: 301,JOGGING,PROPN,BE
Sentence: 301,.,PUNCT,O
Sentence: 301,AFTER,ADP,O
Sentence: 301,A,DET,O
Sentence: 301,HOURS,NOUN,O
Sentence: 301,STILL,ADV,O
Sentence: 301,MY,DET,O
Sentence: 301,BODY,NOUN,O
Sentence: 301,PAINS,PROPN,BF
Sentence: 301,WHEN,ADV,O
Sentence: 301,I,PRON,O
Sentence: 301,NORMALLY,ADV,O
Sentence: 301,WALK,PROPN,O
Sentence: 301,.,PUNCT,O
Sentence: 302,MY,DET,O
Sentence: 302,SECOND,ADJ,O
Sentence: 302,WORKOUT,PROPN,O
Sentence: 302,IS,VERB,O
Sentence: 302,WEIGHT,PROPN,BE
Sentence: 302,LIFT,PROPN,IE
Sentence: 302,.,PUNCT,O
Sentence: 302,AFTER,ADP,O
Sentence: 302,A,DET,O
Sentence: 302,DAYS,NOUN,O
Sentence: 302,",",PUNCT,O
Sentence: 302,ITS,DET,O
Sentence: 302,REALLY,ADV,O
Sentence: 302,CHANGE,VERB,BF
Sentence: 302,OUR,DET,IF
Sentence: 302,BODY,NOUN,IF
Sentence: 302,WEIGHT,NOUN,BE
Sentence: 303,I,PRON,O
Sentence: 303,cycled,VERB,BE
Sentence: 303,for,ADP,O
Sentence: 303,3,NUM,O
Sentence: 303,hours,NOUN,O
Sentence: 303,.,PUNCT,O
Sentence: 303,I,PRON,O
Sentence: 303,feel,VERB,O
Sentence: 303,worn,VERB,BF
Sentence: 303,out,ADP,IF
Sentence: 303,!,PUNCT,O
Sentence: 304,I,PRON,O
Sentence: 304,lifted,VERB,BE
Sentence: 304,weights,NOUN,IE
Sentence: 304,in,ADP,O
Sentence: 304,the,DET,O
Sentence: 304,gym,NOUN,O
Sentence: 304,.,PUNCT,O
Sentence: 304,I,PRON,O
Sentence: 304,feel,VERB,O
Sentence: 304,incredibly,ADV,O
Sentence: 304,tired,ADJ,BF
Sentence: 304,!,PUNCT,O
Sentence: 305,I,PRON,O
Sentence: 305,ran,VERB,BE
Sentence: 305,a,DET,O
Sentence: 305,mile,NOUN,O
Sentence: 305,I,PRON,O
Sentence: 305,felt,VERB,O
Sentence: 305,very,ADV,O
Sentence: 305,out,SCONJ,BF
Sentence: 305,of,ADP,IF
Sentence: 305,breath,NOUN,IF
Sentence: 305,.,PUNCT,O
Sentence: 306,I,PRON,O
Sentence: 306,did,AUX,O
Sentence: 306,30,NUM,O
Sentence: 306,squats,NOUN,BE
Sentence: 306,.,PUNCT,O
Sentence: 306,My,DET,O
Sentence: 306,legs,NOUN,O
Sentence: 306,felt,VERB,O
Sentence: 306,like,SCONJ,BF
Sentence: 306,noodles,NOUN,IF
Sentence: 306,.,PUNCT,O
Sentence: 307,Pull,VERB,BE
Sentence: 307,Ups,PROPN,IE
Sentence: 307,i,PRON,O
Sentence: 307,feel,VERB,O
Sentence: 307,healthy,ADJ,BF
Sentence: 308,Bench,PROPN,BE
Sentence: 308,Press,PROPN,IE
Sentence: 308,.,PUNCT,O
Sentence: 308,Barbell,PROPN,O
Sentence: 308,Incline,PROPN,O
Sentence: 308,The,DET,O
Sentence: 308,Bench,PROPN,BE
Sentence: 308,Press,PROPN,IE
Sentence: 308,is,AUX,O
Sentence: 308,an,DET,O
Sentence: 308,extremely,ADV,O
Sentence: 308,important,ADJ,O
Sentence: 308,upper,ADJ,O
Sentence: 308,body,NOUN,O
Sentence: 308,exercise,NOUN,O
Sentence: 308,i,PRON,O
Sentence: 308,feel,VERB,O
Sentence: 308,good,ADJ,BF
Sentence: 309,i,PRON,O
Sentence: 309,did,AUX,O
Sentence: 309,15,NUM,O
Sentence: 309,reps,NOUN,O
Sentence: 309,of,ADP,BF
Sentence: 309,300,NUM,O
Sentence: 309,lb,NOUN,O
Sentence: 309,deadlifts,NOUN,BE
Sentence: 309,for,ADP,O
Sentence: 309,the,DET,O
Sentence: 309,last,ADJ,O
Sentence: 309,10,NUM,O
Sentence: 309,minutes,NOUN,O
Sentence: 309,.,PUNCT,O
Sentence: 309,i,PRON,O
Sentence: 309,felt,VERB,O
Sentence: 309,powerful,ADJ,BF
Sentence: 309,honestly,ADV,O
Sentence: 309,",",PUNCT,O
Sentence: 309,and,CCONJ,O
Sentence: 309,full,ADJ,BF
Sentence: 309,of,ADP,BF
Sentence: 309,energy,NOUN,IF
Sentence: 309,.,PUNCT,O
Sentence: 309,a,DET,O
Sentence: 309,little,ADV,O
Sentence: 309,stressed,VERB,BF
Sentence: 309,in,ADP,O
Sentence: 309,the,DET,O
Sentence: 309,knees,NOUN,O
Sentence: 309,and,CCONJ,O
Sentence: 309,legs,NOUN,O
Sentence: 309,though,ADV,O
Sentence: 309,.,PUNCT,O
Sentence: 310,i,PRON,O
Sentence: 310,ran,VERB,BE
Sentence: 310,on,ADP,O
Sentence: 310,a,DET,O
Sentence: 310,treadmill,NOUN,O
Sentence: 310,for,ADP,O
Sentence: 310,15,NUM,O
Sentence: 310,minutes,NOUN,O
Sentence: 310,to,PART,O
Sentence: 310,reach,VERB,O
Sentence: 310,1,NUM,O
Sentence: 310,mile,NOUN,O
Sentence: 310,tired,ADJ,BF
Sentence: 310,",",PUNCT,O
Sentence: 310,but,CCONJ,O
Sentence: 310,full,ADJ,BF
Sentence: 310,of,ADP,IF
Sentence: 310,adrenaline,NOUN,IF
Sentence: 310,and,CCONJ,IF
Sentence: 310,endorphines,NOUN,IF
Sentence: 310,.,PUNCT,O
Sentence: 310,sweaty,NOUN,BF
Sentence: 310,but,CCONJ,O
Sentence: 310,motivated,ADJ,BF
Sentence: 310,!,PUNCT,O
Sentence: 311,I,PRON,O
Sentence: 311,did,AUX,O
Sentence: 311,one,NUM,O
Sentence: 311,set,NOUN,O
Sentence: 311,of,ADP,O
Sentence: 311,barbell,NOUN,BE
Sentence: 311,squats,NOUN,IE
Sentence: 311,.,PUNCT,O
Sentence: 311,I,PRON,O
Sentence: 311,felt,VERB,O
Sentence: 311,weak,ADJ,BF
Sentence: 311,.,PUNCT,O
Sentence: 312,I,PRON,O
Sentence: 312,did,AUX,O
Sentence: 312,an,DET,O
Sentence: 312,hour,NOUN,O
Sentence: 312,of,ADP,BF
Sentence: 312,martial,ADJ,BE
Sentence: 312,arts,NOUN,IE
Sentence: 312,.,PUNCT,O
Sentence: 312,I,PRON,O
Sentence: 312,felt,VERB,O
Sentence: 312,out,SCONJ,BF
Sentence: 312,of,ADP,BF
Sentence: 312,shape,NOUN,IF
Sentence: 312,.,PUNCT,O
Sentence: 313,my,DET,O
Sentence: 313,first,ADJ,O
Sentence: 313,workout,NOUN,O
Sentence: 313,is,AUX,O
Sentence: 313,pull,VERB,BE
Sentence: 313,ups,NOUN,IE
Sentence: 313,while,SCONJ,O
Sentence: 313,doing,VERB,O
Sentence: 313,this,DET,O
Sentence: 313,workout,NOUN,O
Sentence: 313,be,AUX,O
Sentence: 313,get,VERB,O
Sentence: 313,struggle,NOUN,BF
Sentence: 313,to,PART,O
Sentence: 313,pull,VERB,BE
Sentence: 313,body,NOUN,O
Sentence: 313,up,ADV,O
Sentence: 313,and,CCONJ,O
Sentence: 313,down,ADV,O
Sentence: 313,after,ADP,O
Sentence: 313,doing,VERB,O
Sentence: 313,this,DET,O
Sentence: 313,workout,NOUN,O
Sentence: 313,we,PRON,O
Sentence: 313,get,VERB,O
Sentence: 313,pain,NOUN,BF
Sentence: 313,in,ADP,O
Sentence: 313,wings,NOUN,O
Sentence: 313,and,CCONJ,O
Sentence: 313,chest,NOUN,O
Sentence: 314,cobra,PROPN,BE
Sentence: 314,stretch,VERB,IE
Sentence: 314,its,DET,O
Sentence: 314,a,DET,O
Sentence: 314,very,ADV,O
Sentence: 314,easy,ADJ,BF
Sentence: 314,workout,NOUN,O
Sentence: 314,its,DET,O
Sentence: 314,use,NOUN,O
Sentence: 314,to,PART,O
Sentence: 314,stretch,VERB,IE
Sentence: 314,body,NOUN,O
Sentence: 314,while,SCONJ,O
Sentence: 314,doing,VERB,O
Sentence: 314,this,DET,O
Sentence: 314,workout,NOUN,O
Sentence: 314,back,ADV,O
Sentence: 314,will,VERB,O
Sentence: 314,get,AUX,O
Sentence: 314,pain,NOUN,BF
Sentence: 315,I,PRON,O
Sentence: 315,just,ADV,O
Sentence: 315,cycling,VERB,BE
Sentence: 315,five,NUM,O
Sentence: 315,miles,NOUN,O
Sentence: 315,.,PUNCT,O
Sentence: 315,i,PRON,O
Sentence: 315,am,AUX,O
Sentence: 315,really,ADV,O
Sentence: 315,out,SCONJ,BF
Sentence: 315,of,ADP,IF
Sentence: 315,shape,NOUN,IF
Sentence: 316,i,PRON,O
Sentence: 316,am,AUX,O
Sentence: 316,played,VERB,O
Sentence: 316,two,NUM,O
Sentence: 316,hour,NOUN,O
Sentence: 316,tennis,NOUN,BE
Sentence: 316,.,PUNCT,O
Sentence: 316,I,PRON,O
Sentence: 316,felt,VERB,O
Sentence: 316,strong,ADJ,BF
Sentence: 317,I,PRON,O
Sentence: 317,practice,VERB,O
Sentence: 317,10,NUM,O
Sentence: 317,minutes,NOUN,O
Sentence: 317,of,ADP,O
Sentence: 317,push,NOUN,BE
Sentence: 317,ups,NOUN,IE
Sentence: 317,It,PRON,O
Sentence: 317,makes,VERB,O
Sentence: 317,me,PRON,O
Sentence: 317,hard,ADJ,BF
Sentence: 318,I,PRON,O
Sentence: 318,doing,VERB,O
Sentence: 318,Bench,PROPN,BE
Sentence: 318,press,NOUN,IE
Sentence: 318,It,PRON,O
Sentence: 318,fits,VERB,BF
Sentence: 318,me,PRON,O
Sentence: 318,a,DET,O
Sentence: 318,lot,NOUN,O
Sentence: 319,I,PRON,O
Sentence: 319,played,VERB,O
Sentence: 319,basketball,NOUN,BE
Sentence: 319,.,PUNCT,O
Sentence: 319,I,PRON,O
Sentence: 319,felt,VERB,O
Sentence: 319,motivated,ADJ,BF
Sentence: 319,.,PUNCT,O
Sentence: 320,I,PRON,O
Sentence: 320,performed,VERB,O
Sentence: 320,stomach,NOUN,BE
Sentence: 320,crunches,NOUN,IE
Sentence: 320,.,PUNCT,O
Sentence: 320,I,PRON,O
Sentence: 320,felt,VERB,O
Sentence: 320,toned,VERB,BF
Sentence: 320,.,PUNCT,O
Sentence: 321,I,PRON,O
Sentence: 321,did,AUX,O
Sentence: 321,50,NUM,O
Sentence: 321,pushups,NOUN,BE
Sentence: 321,.,PUNCT,O
Sentence: 321,It,PRON,O
Sentence: 321,was,AUX,O
Sentence: 321,hard,ADJ,BF
Sentence: 321,but,CCONJ,O
Sentence: 321,I,PRON,O
Sentence: 321,felt,VERB,O
Sentence: 321,good,ADJ,BF
Sentence: 321,after,ADV,O
Sentence: 321,.,PUNCT,O
Sentence: 322,I,PRON,O
Sentence: 322,did,AUX,O
Sentence: 322,a,DET,O
Sentence: 322,30,NUM,O
Sentence: 322,hour,NOUN,O
Sentence: 322,yoga,NOUN,BE
Sentence: 322,session,NOUN,O
Sentence: 322,.,PUNCT,O
Sentence: 322,I,PRON,O
Sentence: 322,felt,VERB,O
Sentence: 322,relaxed,ADJ,BF
Sentence: 322,but,CCONJ,O
Sentence: 322,toned,VERB,BF
Sentence: 322,.,PUNCT,O
Sentence: 323,i,PRON,O
Sentence: 323,went,VERB,O
Sentence: 323,running,VERB,BE
Sentence: 323,and,CCONJ,O
Sentence: 323,i,PRON,O
Sentence: 323,felt,VERB,O
Sentence: 323,great,ADJ,BF
Sentence: 323,afterwards,ADV,O
Sentence: 324,i,PRON,O
Sentence: 324,did,AUX,O
Sentence: 324,cardio,PROPN,BE
Sentence: 324,i,PRON,O
Sentence: 324,felt,VERB,O
Sentence: 324,refreshed,VERB,BF
Sentence: 324,and,CCONJ,O
Sentence: 324,invigorated,VERB,BF
Sentence: 324,before,ADV,O
Sentence: 324,and,CCONJ,O
Sentence: 324,during,ADP,O
Sentence: 325,I,PRON,O
Sentence: 325,did,AUX,O
Sentence: 325,twenty,NUM,O
Sentence: 325,five,NUM,O
Sentence: 325,jumping,NOUN,BE
Sentence: 325,jacks,NOUN,IE
Sentence: 325,.,PUNCT,O
Sentence: 325,I,PRON,O
Sentence: 325,felt,VERB,O
Sentence: 325,out,SCONJ,BF
Sentence: 325,of,ADP,IF
Sentence: 325,breath,NOUN,IF
Sentence: 325,!,PUNCT,O
Sentence: 326,I,PRON,O
Sentence: 326,ran,VERB,BE
Sentence: 326,ten,NUM,O
Sentence: 326,miles,NOUN,O
Sentence: 326,.,PUNCT,O
Sentence: 326,I,PRON,O
Sentence: 326,was,AUX,O
Sentence: 326,really,ADV,O
Sentence: 326,tired,ADJ,BF
Sentence: 326,!,PUNCT,O
Sentence: 327,I,PRON,O
Sentence: 327,just,ADV,O
Sentence: 327,walk,VERB,BE
Sentence: 327,2,NUM,O
Sentence: 327,miles,NOUN,O
Sentence: 327,I,PRON,O
